id,name_en,name_ar,description_en,description_ar,category_en,category_ar
6303,Cherry Fragrance Oil**,Cherry Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8345,Chocolate Brownie Fragrance Oil (Premium)**,Chocolate Brownie Fragrance Oil (Premium)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6304,Chocolate Fragrance Oil,Chocolate Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8337,Chocolate Fragrance Oil (Premium),Chocolate Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9014,Chocovan TEC (Givaudan),Chocovan TEC (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9528,Choya Loban,Choya Loban,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9527,Choya Nakh,Choya Nakh,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9529,Choya Raal,Choya Raal,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8415,Chypre - Key Accord (Natural),Chypre - Key Accord (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8518,Chypre Essence **,Chypre Essence **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6028,Cinnamic alcohol,Cinnamic alcohol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6029,Cinnamic Aldehyde FCC,Cinnamic Aldehyde FCC,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8302,Cinnamon Bark**,Cinnamon Bark**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8346,Cinnamon Bun Fragrance Oil (Premium),Cinnamon Bun Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6305,Cinnamon Fragrance Oil,Cinnamon Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8301,Cinnamon Leaf,Cinnamon Leaf,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6030,Cinnamyl Acetate,Cinnamyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9426,Cis-3 Hexenyl Tiglate (Bedoukian),Cis-3 Hexenyl Tiglate (Bedoukian),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9313,Cistus Oil **,Cistus Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6031,Citral (Natural),Citral (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9476,Citral Dimethyl Acetal (IFF),Citral Dimethyl Acetal (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7682,Citronellal,Citronellal,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6032,Citronellal (Natural),Citronellal (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6033,Citronellol,Citronellol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8074,Citronellol (Natural),Citronellol (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6034,Citronellyl acetate **,Citronellyl acetate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6035,Citronellyl Formate (IFF),Citronellyl Formate (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9498,Citronellyl Nitrile,Citronellyl Nitrile,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9571,Citropol® 1A,Citropol® 1A,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9615,Citropol® F,Citropol® F,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9596,Citrus A **,Citrus A **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9600,Citrus Floral,Citrus Floral,Fragrance ingredient.,Fragrance ingredient.,Floral,زهري
6306,Citrus Fragrance Oil**,Citrus Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9803,Citrylal (Symrise) **,Citrylal (Symrise) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9325,Civet Absolute (Synthetic),خلاصة Civet  (Synthetic) مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5942,Civet Essence **,Civet Essence **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9456,Civette Synthetic (Firmenich),Civette Synthetic (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8981,Civettone (Firmenich),Civettone (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6429,Clary Sage (France),Clary Sage (France),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8022,"Clary Sage Oil, Russian P&N**","Clary Sage Oil, Russian P&N**",Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9407,Clarycet (IFF),Clarycet (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9453,Clean Musk Fragrance Oil **,Clean Musk Fragrance Oil **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8574,Clearwood® (Firmenich),Clearwood® (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6431,Clementine - Italy**,Clementine - Italy**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9957,Clonal (IFF) **,Clonal (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6434,Clove Bud Indonesia,Clove Bud Indonesia,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6307,Clove Fragrance Oil**,Clove Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8121,Clove Stem Madagascar,Clove Stem Madagascar,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9451,Cocoa Colorless DM,Cocoa Colorless DM,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6436,Cocoa Essence (Natural)**,Cocoa Essence (Natural)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9314,Cocoa Roasted Extract 10% MPG,Cocoa Roasted Extract 10% MPG,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8326,Coconut Fragrance Oil (Premium),Coconut Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6308,Coconut Fragrance Oil**,Coconut Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8336,Coffee Fragrance Oil (Premium),Coffee Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8898,Cognac - Key Accord,Cognac - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8665,Cognac (Green) - Romania,Cognac (Green) - Romania,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5943,Cologne - Key Accord,Cologne - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6309,Colombian Coffee Fragrance Oil,Colombian Coffee Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9417,Coniferan Pure **,Coniferan Pure **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9607,Cool Spice A,Cool Spice A,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6438,Copaiba Balsam Brazil,Copaiba Balsam Brazil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9389,Coranol (Firmenich),Coranol (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6442,Coriander Seed Russia **,Coriander Seed Russia **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9364,Corps Iris 4720 (Synarome),Corps Iris 4720 (Synarome),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6036,Cosmone® (Givaudan),Cosmone® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6037,Costausol™ (PFW),Costausol™ (PFW),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8934,Costus Oliffac (IFF),Costus Oliffac (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8343,Cotton Fragrance Oil (Premium),Cotton Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9465,Coumarex DB (IFF) **,Coumarex DB (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6038,Coumarin  (crystalline powder) **,Coumarin  (crystalline powder) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8091,Coumarin (Natural) - Crystalline Powder **,Coumarin (Natural) - Crystalline Powder **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8230,Coumarin 10% (DPG),Coumarin 10% (DPG),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6310,Cranberry Fragrance Oil,Cranberry Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8959,Cremophor® RH 40,Cremophor® RH 40,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9333,Cucumber (Fresh) Essence (Fragrance) **,Cucumber (Fresh) Essence (Fragrance) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7660,Cucumber Extract (Natural),Cucumber Extract (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8339,Cucumber Fragrance Oil (Premium),Cucumber Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6312,Cucumber Fragrance Oil**,Cucumber Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8107,Cuir Vitessence,Cuir Vitessence,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9409,Cuminyl Acetate (IFF),Cuminyl Acetate (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6039,Cyclabute (IFF),Cyclabute (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6040,Cyclal C,Cyclal C,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6041,Cyclamen Aldehyde **,Cyclamen Aldehyde **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9401,Cyclemax™ (IFF) **,Cyclemax™ (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6042,Cyclogalbanate (Glycoflor),Cyclogalbanate (Glycoflor),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9589,Cyclohexyl Salicylate,Cyclohexyl Salicylate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9790,Cyclomethylene Citronellol (Firmenich),Cyclomethylene Citronellol (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6043,Cyclopidene,Cyclopidene,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8308,Cypress (Blue),Cypress (Blue),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6445,Cypress (Spain) **,Cypress (Spain) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8023,Cypress Oil (Spain) P&N**,Cypress Oil (Spain) P&N**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9296,Cypriol,Cypriol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8666,Cypriol Heart (Natural),Cypriol Heart (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9226,Damascenone Total (Firmenich),Damascenone Total (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9404,Damascol (IFF) **,Damascol (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8072,Damascone Alpha,Damascone Alpha,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7278,Damascone Beta,Damascone Beta,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6046,Damascone Delta **,Damascone Delta **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9625,Damascone Gamma,Damascone Gamma,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7279,Datilat (Symrise),Datilat (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9492,Davana (India),Davana (India),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9371,Delphol HC (Firmenich),Delphol HC (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9342,Delta Decalactone,Delta Decalactone,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5944,Dewfruit,Dewfruit,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9632,Diethyl Malonate,Diethyl Malonate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6048,Dihydro Ambrate (Givaudan),Dihydro Ambrate (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6049,Dihydro Eugenol **,Dihydro Eugenol **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6050,Dihydro Ionone Beta (Givaudan),Dihydro Ionone Beta (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6051,Dihydro Myrcenol,Dihydro Myrcenol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8095,Dihydroanethole,Dihydroanethole,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7734,Dihydrocoumarin,Dihydrocoumarin,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6837,Dihydrocoumarin - 10% in PG,Dihydrocoumarin - 10% in PG,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6447,Dill Seed (Hungary),Dill Seed (Hungary),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6052,Dimethyl benzyl carbinol,Dimethyl benzyl carbinol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6053,Dimethyl Benzyl Carbinyl Acetate,Dimethyl Benzyl Carbinyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6054,Dimethyl Benzyl Carbinyl Butyrate **,Dimethyl Benzyl Carbinyl Butyrate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9638,Dimethyl Hydroquinone Crystals,Dimethyl Hydroquinone Crystals,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6056,Dimethyl Octanol **,Dimethyl Octanol **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6057,Dimethyl Octenone,Dimethyl Octenone,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6061,Dimetol®  (Givaudan),Dimetol®  (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9675,Dioctyl Adipate (DOA),Dioctyl Adipate (DOA),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6063,Diphenyl Oxide **,Diphenyl Oxide **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6663,Dipropylene Glycol (DPG),Dipropylene Glycol (DPG),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6314,Dirt Fragrance Oil**,Dirt Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9623,Dodecalactone Delta,Dodecalactone Delta,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5945,Dorinia SA (Firmenich),Dorinia SA (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9012,Dowanol™ (DPMA),Dowanol™ (DPMA),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9013,Dowanol™ TPM,Dowanol™ TPM,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8332,Dragons Blood Fragrance Oil (Premium),Dragons Blood Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6316,Dragons Blood Fragrance Oil**,Dragons Blood Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9648,Dreamwood™ Base (Firmenich),Dreamwood™ Base (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8550,Dry Grass Essence**,Dry Grass Essence**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8528,Dupical (Givaudan),Dupical (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8753,Dynamone (Natural) (Biolandes),Dynamone (Natural) (Biolandes),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9370,Dynascone (Firmenich) **,Dynascone (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6064,Ebanol® (Givaudan),Ebanol® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9685,Edenolide (IFF) **,Edenolide (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7618,Egyptian Musk Fragrance Oil**,Egyptian Musk Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6449,Elemi (Philippines) **,Elemi (Philippines) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9478,Erigeron Essential Oil,زيت Erigeron العطري,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7661,Espresso Distillate (Natural) **,مقطر Espresso  (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7668,Ethyl Acetate 10% in BB **,Ethyl Acetate 10% in BB **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6066,Ethyl Butyrate FCC **,Ethyl Butyrate FCC **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9633,Ethyl Caprate,Ethyl Caprate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6068,Ethyl Cinnamate,Ethyl Cinnamate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8188,Ethyl Cyclopentenolone 50% in PG (Firmenich),Ethyl Cyclopentenolone 50% in PG (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6069,Ethyl Heptoate (Ethyl Heptanoate),Ethyl Heptoate (Ethyl Heptanoate),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9562,Ethyl Isobutyrate **,Ethyl Isobutyrate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9618,Ethyl Laurate (Natural),Ethyl Laurate (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6071,Ethyl Linalool,Ethyl Linalool,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6072,Ethyl Linalyl Acetate,Ethyl Linalyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6666,Ethyl Maltol crystals,Ethyl Maltol crystals,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6075,Ethyl Methyl-2-Butyrate **,Ethyl Methyl-2-Butyrate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6076,Ethyl Propionate **,Ethyl Propionate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9055,Ethyl Safranate (Givaudan),Ethyl Safranate (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6077,Ethyl Salicylate,Ethyl Salicylate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9659,Ethyl Undecylenate,Ethyl Undecylenate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6078,Ethyl vanillin,Ethyl vanillin,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6079,Ethylene Brassylate **,Ethylene Brassylate **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6080,Eucalyptol (Natural) **,Eucalyptol (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7343,Eucalyptus (menthol)**,Eucalyptus (menthol)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9306,Eucalyptus Bioabsolute (Biolandes),Eucalyptus Bioabsolute (Biolandes),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8307,Eucalyptus Blue Mallee**,Eucalyptus Blue Mallee**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6081,Eugenol FCC,Eugenol FCC,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6836,Eugenyl Acetate,Eugenyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9787,Exaltenone (Firmenich),Exaltenone (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8257,Exaltolide® Total (Firmenich),Exaltolide® Total (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9280,Exaltone (Firmenich),Exaltone (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8513,Farnesene,Farnesene,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8125,Farnesol (Symrise),Farnesol (Symrise),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8495,Fenchol,Fenchol,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6456,Fennel - Sweet - Austria**,Fennel - Sweet - Austria**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6317,Fern Fragrance Oil**,Fern Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8480,Feuillesol - Solubilizer (Clear),Feuillesol - Solubilizer (Clear),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8342,Fig Fragrance Oil (Premium),Fig Fragrance Oil (Premium),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6318,Fig Fragrance Oil**,Fig Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9302,Fir Balsam (Absolute),خلاصة Fir Balsam () مطلقة,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5947,Fir Balsam Reconstitution (IFF) **,Fir Balsam Reconstitution (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8901,Firascone™ (Firmenich),Firascone™ (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9372,Firsantol (Firmenich),Firsantol (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8087,"Fixamber (Amber Decatriene, Trimofix O)","Fixamber (Amber Decatriene, Trimofix O)",Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9910,Fixateur 505E (Firmenich) **,Fixateur 505E (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6231,Fixolide **,Fixolide **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8414,Floral - Key Accord (Natural),Floral - Key Accord (Natural),Fragrance ingredient.,Fragrance ingredient.,Floral,زهري
9412,Floralol (IFF),Floralol (IFF),Fragrance ingredient.,Fragrance ingredient.,Floral,زهري
6084,Floralozone,Floralozone,Fragrance ingredient.,Fragrance ingredient.,Floral,زهري
6085,Florhydral® (Givaudan),Florhydral® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8093,Florocyclene (Givaudan),Florocyclene (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6086,Floropal (Vertacetal Coeur),Floropal (Vertacetal Coeur),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6087,Florosa (Florosol),Florosa (Florosol),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8546,Folione® FCC (Givaudan),Folione® FCC (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6319,Forget-Me-Not Fragrance Oil**,Forget-Me-Not Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8409,Fougere - Key Accord (Natural)**,Fougere - Key Accord (Natural)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8309,Fragonia**,Fragonia**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9385,Fraise 184075 D (Firmenich),Fraise 184075 D (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9437,Fraistone (IFF),Fraistone (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9383,Framboise (Firmenich),Framboise (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6320,Frangipani Fragrance Oil**,Frangipani Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9308,Frankincense (Black) **,Frankincense (Black) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8254,Frankincense (Olibanum) - Somalia**,Frankincense (Olibanum) - Somalia**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6321,Frankincense Fragrance Oil**,Frankincense Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6323,Freesia Fragrance Oil**,Freesia Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6324,Fresh Cotton Fragrance Oil**,Fresh Cotton Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6325,Fresh Cut Grass Fragrance Oil**,Fresh Cut Grass Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9332,Fresh Grapefruit Essence (Fragrance) **,Fresh Grapefruit Essence (Fragrance) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8529,Freskomenthe® (Givaudan),Freskomenthe® (Givaudan),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9788,Fructalate (Firmenich) **,Fructalate (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6088,Fructone (IFF),Fructone (IFF),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9368,Fruit SEC 184078 (Firmenich),Fruit SEC 184078 (Firmenich),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9329,Fruitaleur (Bedoukian)**,Fruitaleur (Bedoukian)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9597,Fruity A **,Fruity A **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9387,Furaneol 20% in TEC,Furaneol 20% in TEC,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8975,Galaxolide (Musk G),Galaxolide (Musk G),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6089,Galaxolide® 50% in IPM (IFF) **,Galaxolide® 50% in IPM (IFF) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6467,Galbanum Oil P&N - AV (Turkey)**,Galbanum Oil P&N - AV (Turkey)**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9561,Galbanum Resinoid **,Galbanum  ** (راتنجي),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9794,Galbex® 183 (Firmenich) **,Galbex® 183 (Firmenich) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6090,Gamma Decalactone,Gamma Decalactone,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8567,Gamma Decalactone (Natural),Gamma Decalactone (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8620,Gamma Dodecalactone (Natural),Gamma Dodecalactone (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6091,Gamma Octalactone,Gamma Octalactone,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
7708,Gamma Octalactone (Natural),Gamma Octalactone (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
5949,Gardenia - Key Accord,Gardenia - Key Accord,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6326,Gardenia Fragrance Oil**,Gardenia Fragrance Oil**,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8667,Geosmin (Pure),Geosmin (Pure),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8668,Geosmin 1% (TEC),Geosmin 1% (TEC),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6092,Geraniol (95),Geraniol (95),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6700,Geraniol (Natural),Geraniol (Natural),Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
9355,Geranium Bourbon Oil (Natural) **,Geranium Bourbon Oil (Natural) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6327,Geranium Fragrance Oil,Geranium Fragrance Oil,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
8024,"Geranium Oil, Egypt P&N","Geranium Oil, Egypt P&N",Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6093,Geranodyle (Givaudan) **,Geranodyle (Givaudan) **,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
6094,Geranyl Acetate,Geranyl Acetate,Fragrance ingredient.,Fragrance ingredient.,Others,أخرى
